Item_Identifier,Outlet_Identifier,Item_Visibility,Item_MRP,Item_Outlet_Sales
FDL58,OUT049,0.07426435599999999,264.7568,4745.82
FDA08,OUT045,0.050186725999999994,164.1526,3124.6
FDT43,OUT018,0.020631654,50.1324,467.39
NCX06,OUT027,0.01561108,182.5976,5070.73
FDT20,OUT046,0.041395445,37.6164,540.63
FDB41,OUT046,0.097313129,48.0718,992.71
NCN55,OUT049,0.059582996,238.8538,6008.84
FDE40,OUT027,0.09866365199999999,62.9194,2105.26
FDX49,OUT027,0.101338651,232.63,5359.69
NCM53,OUT045,0.052146455999999994,104.62799999999999,745.7
FDE36,OUT035,0.041764487,161.8868,3275.74
FDN57,OUT045,0.054344185999999996,140.2154,1701.78
FDI24,OUT027,0.07836248400000001,177.937,6704.61
FDI19,OUT046,0.052339069,242.7512,4119.97
FDF24,OUT010,0.042464962,81.5934,327.57
FDG52,OUT049,0.06573288299999999,45.7402,780.98
DRF36,OUT045,0.023625114,189.3846,3630.61
FDS45,OUT019,0.051643608,107.3622,317.59
FDX40,OUT010,0.165694219,39.7164,231.7
DRK12,OUT035,0.041878397000000005,32.99,133.16
DRC27,OUT035,0.058091482,245.1802,5650.64
FDL58,OUT017,0.071187097125,263.7568,2636.57
NCD30,OUT045,0.026903714,96.0726,1272.34
NCZ54,OUT010,0.08042614899999999,161.5552,324.91
FDE10,OUT010,0.150554711,130.0626,131.16
FDR44,OUT010,0.09016231275,131.2968,260.99
FDP28,OUT010,0.13497562800000001,260.0936,260.99
FDX15,OUT013,0.15616879,160.6578,3690.53
FDA39,OUT035,0.012208282124999999,40.2822,1139.18
FDY24,OUT049,0.133700752,52.9298,1995.4
FDC60,OUT017,0.115119905,88.3514,1416.82
FDH28,OUT046,0.11003099699999999,37.2506,265.65
FDT25,OUT017,0.051038045,121.7072,3552.71
DRJ13,OUT013,0.062837968,161.5578,2406.87
NCO07,OUT019,0.017116983,211.956,213.06
FDW20,OUT013,0.024129332000000003,124.17299999999999,2956.15
DRF27,OUT019,0.049754975,152.134,153.13
FDS49,OUT035,0.06364979820000001,79.7644,1649.85
FDX25,OUT027,0.101561568,181.9292,3101.3
NCX42,OUT027,0.0059496440000000005,165.6526,4769.13
FDG33,OUT027,0.13956116,170.4764,3435.53
FDL56,OUT045,0.126035694,86.4198,1133.86
FDF14,OUT035,0.027164679,152.334,2603.28
NCD06,OUT046,0.099325278,45.406000000000006,605.88
DRM47,OUT027,0.04357366,192.8846,2293.02
FDS46,OUT019,0.082741482,118.7782,119.18
FDB35,OUT013,0.064565202,92.9804,1929.49
FDX21,OUT027,0.08455456900000001,109.8912,2074.63
NCU05,OUT027,0.058451805,79.9618,241.69
NCR38,OUT045,0.113748685,251.3724,6795.15
NCR18,OUT017,0.020603511,42.7112,639.17
NCU41,OUT035,0.052044976,192.1846,3248.44
FDY56,OUT017,0.06276442900000001,227.6062,7222.6
DRJ51,OUT035,0.08797726199999999,229.0668,3225.14
FDK21,OUT035,0.010010425,249.0408,3755.11
FDY25,OUT013,0.033946163,179.3976,3440.85
FDU44,OUT035,0.058414678,163.4552,974.73
FDL43,OUT049,0.027106459,75.367,535.97
FDF05,OUT017,0.027022882999999998,262.491,5259.82
DRF15,OUT019,0.058153409,152.034,306.27
FDL20,OUT018,0.128937661,112.3886,1779.02
FDV32,OUT049,0.088846306,61.451,759.01
FDJ34,OUT013,0.09357779,125.9704,1877.56
FDG08,OUT045,0.165694678,171.8764,3779.08
FDQ04,OUT019,0.148392623,41.5796,41.28
FDW13,OUT017,0.098438394,51.1324,259.66
NCI17,OUT013,0.143303291,96.34100000000001,193.08
FDY03,OUT045,0.076276208,110.9202,1687.8
FDS12,OUT017,0.175103435,127.5362,4655.94
FDJ55,OUT013,0.023511371,225.9404,4950.89
DRK01,OUT035,0.06105276,95.4436,1418.15
FDG28,OUT017,0.049559042000000005,246.4144,1225.07
FDY38,OUT045,0.119418124,231.03,5359.69
FDN01,OUT045,0.072545601,176.237,1764.37
NCR54,OUT013,0.090486828,195.21099999999998,2553.34
FDG29,OUT013,0.056245075,43.3454,1006.69
FDG24,OUT013,0.014618973,85.225,1081.92
FDG59,OUT017,0.04347912599999999,36.7164,308.93
FDM28,OUT013,0.045166237000000005,178.666,2516.72
FDW04,OUT046,0.057827101,128.83100000000002,1428.14
FDS26,OUT013,0.089394766,260.1594,2093.28
FDQ56,OUT013,0.10550944,85.6908,1929.49
FDK51,OUT035,0.005234153,264.0884,5829.74
FDL22,OUT046,0.036390174,91.4488,2082.62
FDH19,OUT027,0.03292824,173.1738,7298.5
FDY55,OUT013,0.081252534,256.4988,7452.97
FDY03,OUT017,0.076552407,110.5202,450.08
FDK21,OUT010,0.016758568999999997,250.4408,500.68
FDZ10,OUT027,0.044248175,126.20200000000001,3668.56
FDZ32,OUT018,0.038288087,103.1964,736.37
NCZ18,OUT035,0.186032678,253.0698,6088.08
NCF07,OUT027,0.031867464,101.0016,2125.23
DRE49,OUT017,0.021370201000000002,153.0024,2277.04
FDJ08,OUT019,0.193772568,190.3846,573.25
FDT39,OUT035,0.009866049,151.1366,2267.05
FDE08,OUT010,0.082551042,147.3734,296.95
NCD06,OUT018,0.099729888,46.306000000000004,559.27
FDB57,OUT035,0.018801549,222.1772,5559.43
NCT54,OUT049,0.11972145099999999,95.5094,1237.72
DRF49,OUT045,0.071222087,113.5518,569.26
FDM25,OUT027,0.060371962,174.0712,3866.97
FDF20,OUT045,0.033287541000000004,198.4768,1379.54
FDH27,OUT018,0.05858462,142.7128,1869.57
FDV60,OUT027,0.11679292,196.21099999999998,5499.51
FDY59,OUT049,0.031452265,94.3462,925.46
FDK36,OUT035,0.00721395,47.9034,583.24
NCM31,OUT046,0.081196619,141.4154,1418.15
FDE33,OUT017,0.049916364000000005,80.2644,942.77
FDU36,OUT046,0.04627095,99.3384,2364.92
FDV13,OUT027,0.02747716,87.9856,3251.77
FDV20,OUT019,0.10470453699999999,125.2678,254.34
NCQ54,OUT035,0.012540003000000001,167.0474,5895.66
FDO23,OUT018,0.147023834,93.7436,1134.52
DRE60,OUT045,0.15965759599999998,224.972,7696.65
DRP47,OUT017,0.141398626,250.5382,2775.72
FDB21,OUT045,0.148821808,241.2854,5317.08
FDR04,OUT018,0.0216568475,98.0068,874.86
FDX23,OUT046,0.029691762000000003,92.6436,1039.98
FDX19,OUT035,0.09671552300000001,235.0958,3038.05
FDD40,OUT035,0.014790558999999998,193.6162,3848.32
FDA01,OUT046,0.054378253,59.1904,527.31
FDS33,OUT046,0.123428594,89.1514,2390.89
FDM50,OUT027,0.029943462999999997,60.222,1677.82
FDB29,OUT013,0.052368060999999994,112.7176,801.62
FDF46,OUT045,0.09386114400000001,115.5834,1267.02
FDA33,OUT045,0.033968647000000005,148.0076,886.85
FDC08,OUT010,0.173154079,228.27200000000002,452.74
FDB53,OUT045,0.139735226,147.5392,3877.62
FDY31,OUT027,0.043351895999999994,146.6418,4414.25
DRQ35,OUT027,0.042086652,122.4388,5448.91
FDX36,OUT049,0.12848269,223.9404,4950.89
DRD13,OUT017,0.049357077,62.6168,958.75
FDC52,OUT017,0.008326735,149.9708,1956.12
FDB45,OUT049,0.021362955,103.2306,2404.2
NCK19,OUT010,0.151420934,194.3478,387.5
FDV51,OUT013,0.032511818,165.0842,994.71
FDZ35,OUT045,0.022323658,101.29899999999999,1754.38
NCW17,OUT027,0.019292355,129.9994,3340.98
FDV59,OUT045,0.048124442999999996,216.7166,3918.9
DRH39,OUT013,0.09261307,76.367,306.27
FDN60,OUT027,0.094697274,158.4604,4278.43
FDU55,OUT045,0.035984103999999996,260.6278,4425.57
FDN58,OUT027,0.056596985,230.9984,9267.94
FDC41,OUT019,0.2047,76.867,229.7
FDO01,OUT027,0.020618324,129.3994,2055.99
NCO43,OUT046,0.04709821,101.3016,3339.65
FDQ07,OUT045,0.087584126,221.7456,6410.32
FDF28,OUT017,0.038078899,122.9046,1992.07
FDM01,OUT017,0.095102092,104.4332,2870.93
FDY49,OUT027,0.011953901999999999,164.5184,2807.01
FDR24,OUT013,0.062799379,88.18299999999999,539.3
NCY18,OUT013,0.031125708999999998,174.3054,4377.64
NCY30,OUT045,0.026005891,180.9976,2716.46
FDJ22,OUT019,0.09246392,190.9504,383.5
DRI37,OUT049,0.107765165,59.5904,703.08
FDL27,OUT049,0.010647476999999999,66.3826,1937.48
NCO30,OUT049,0.015749341,182.2608,3307.69
NCB07,OUT049,0.077628053,197.611,3142.58
FDX25,OUT018,0.0816573744,181.2292,2554.01
FDP59,OUT018,0.056695731,104.0648,1869.57
FDR59,OUT045,0.063993068,260.4594,5494.85
FDT27,OUT013,0.06952926200000001,233.1616,6093.4
DRI01,OUT046,0.034452949,174.0422,2586.63
FDU09,OUT049,0.06670068,55.2956,1255.7
FDH26,OUT046,0.034699737,141.7496,4093.34
FDH27,OUT046,0.058346939,142.2128,3163.88
FDN39,OUT027,0.065203103,166.0816,5033.45
FDH40,OUT046,0.07892957099999999,79.9276,1137.19
FDJ56,OUT027,0.18251488100000002,98.77,2696.49
DRN47,OUT018,0.016895293000000002,178.56599999999997,898.83
NCO17,OUT046,0.073379745,118.244,2756.41
FDX60,OUT045,0.08075758,81.896,878.86
FDT22,OUT049,0.11227149800000001,58.222,659.14
FDX26,OUT019,0.153741385,182.6292,182.43
FDG45,OUT013,0.127929521,211.4902,3610.63
FDD44,OUT035,0.07838564,256.4646,5153.29
FDS15,OUT017,0.078502143,108.7596,2588.63
FDL51,OUT018,0.047684831,212.5876,1286.33
FDL32,OUT017,0.12315965599999999,110.1544,1230.4
FDZ07,OUT027,0.0831167354,60.2194,1733.74
NCW53,OUT019,0.053392944000000005,193.8162,384.83
NCA54,OUT045,0.036715907,180.0318,3969.5
FDX09,OUT035,0.065236932,176.437,7763.23
FDO51,OUT013,0.041947547,41.2112,809.61
FDW49,OUT018,0.08288849599999999,178.6002,1253.7
FDB27,OUT046,0.055390120999999994,195.2768,5715.23
FDF45,OUT013,0.012194556,57.7904,1464.76
FDV02,OUT013,0.060495243,169.8106,3251.1
FDY28,OUT035,0.12070057233333333,214.3218,4274.44
FDX31,OUT027,0.014753811,231.7958,5375.0
FDR43,OUT027,0.160707489,38.019,1318.28
FDP51,OUT018,0.085622362,119.4124,2251.74
FDL52,OUT017,0.046350909,37.4506,1176.47
FDR44,OUT046,0.102920886,130.4968,3523.41
FDB34,OUT035,0.026604781,86.2198,610.54
FDC50,OUT035,0.1302718615714286,96.4094,1237.72
FDT57,OUT010,0.031860325,235.1248,474.05
FDP22,OUT027,0.08282697433333332,52.6666,717.73
DRE49,OUT046,0.021250002,150.5024,2580.64
FDM40,OUT046,0.159936948,143.2154,2552.68
FDY32,OUT045,0.12950314599999999,164.021,3914.9
FDW07,OUT046,0.142688846,88.5514,796.96
FDU02,OUT019,0.179484411,228.9352,916.14
NCF18,OUT045,0.08916305599999999,191.3504,3259.76
FDQ56,OUT049,0.105761491,84.8908,1677.82
FDN58,OUT049,0.056960814000000005,230.0984,3707.17
FDG35,OUT046,0.00704098,173.5738,2954.15
FDY34,OUT018,0.011026593999999999,166.4842,2652.55
NCE19,OUT045,0.093203257,52.7956,1037.32
NCK31,OUT027,0.026916793999999997,50.9666,717.73
NCJ29,OUT045,0.035264298,86.1224,426.11
FDT59,OUT035,0.015908423999999997,231.1668,6911.0
NCX41,OUT046,0.017719277,211.0244,3811.04
FDU45,OUT027,0.035334201,115.3518,2277.04
FDW24,OUT019,0.065652494,48.9034,48.6
FDF22,OUT049,0.056919038,212.8218,5770.49
FDM60,OUT046,0.048143292000000004,40.2138,690.43
FDR02,OUT013,0.022047313,110.2886,1890.21
DRP35,OUT027,0.090427268,126.2336,3195.84
FDS48,OUT046,0.027779254,150.1708,1504.71
NCZ42,OUT010,0.0090443174,238.3248,711.07
FDZ38,OUT018,0.008033611,174.2422,4311.06
FDH19,OUT046,0.033088472,175.4738,521.32
NCB55,OUT046,0.160663021,59.4562,829.59
FDC15,OUT017,0.178975721,155.5288,1571.29
FDF11,OUT035,0.017627888,239.6538,2403.54
FDW35,OUT019,0.0194158,41.6454,83.89
FDB44,OUT045,0.016993225,211.0586,844.23
NCC06,OUT017,0.027139012999999997,127.3336,2940.17
FDR04,OUT010,0.03777249,98.0068,291.62
FDB17,OUT045,0.036746479,181.2976,3259.76
FDW43,OUT049,0.022460102000000003,226.8036,3415.55
FDA27,OUT018,0.024799254600000004,256.7672,5624.68
NCU41,OUT049,0.05213575,190.1846,6687.96
FDY56,OUT049,0.062508438,227.1062,5642.66
FDV39,OUT018,0.007309544,196.2426,4943.56
FDN32,OUT018,0.015623753999999998,182.6266,3135.25
FDW07,OUT045,0.14297822300000002,87.4514,796.96
FDZ27,OUT045,0.017191055,51.535,848.9
FDW23,OUT019,0.143592939,37.3164,38.62
FDU01,OUT046,0.011995271000000002,184.5924,4997.49
FDF10,OUT049,0.15717236,149.1418,588.57
DRH03,OUT019,0.061393095,91.81200000000001,372.85
FDW27,OUT019,0.264124669,155.7314,155.13
DRI13,OUT013,0.020310046000000002,218.0508,3038.71
NCR05,OUT046,0.054630834,200.2084,1587.27
FDB29,OUT045,0.052517969000000005,115.4176,687.11
FDL51,OUT049,0.047565208,213.4876,1929.49
FDB11,OUT013,0.060797393,223.8404,3600.65
FDI35,OUT046,0.041291168999999996,180.7634,2181.16
FDX08,OUT046,0.022604051,181.4318,3428.2
FDP59,OUT045,0.056580227999999996,105.6648,623.19
NCJ18,OUT049,0.16419682300000002,120.5124,2133.22
FDJ41,OUT018,0.022976497000000002,261.6594,3401.57
FDU08,OUT035,0.027310252,101.0042,1289.65
FDS09,OUT019,0.141975462,49.6008,50.6
DRH15,OUT013,0.1031776815,45.9428,790.97
NCV17,OUT017,0.01619866,129.2626,3147.9
NCO54,OUT027,0.014205168,56.7614,2486.76
FDE24,OUT035,0.09344495,141.0812,1139.85
FDH53,OUT046,0.019199733,84.3592,1816.3
FDZ13,OUT018,0.15412025199999999,51.935,199.74
FDW28,OUT045,0.089004389,196.7452,978.73
FDU46,OUT013,0.011117041000000001,85.854,2683.17
NCE43,OUT035,0.103422709,169.9448,2897.56
FDS26,OUT027,0.089035961,260.5594,9158.08
FDB14,OUT046,0.102723919,93.212,1957.45
DRB48,OUT027,0.024733134,40.2822,1296.31
NCC42,OUT013,0.044871033,140.3838,2528.71
FDQ20,OUT013,0.029760052000000002,38.7138,284.3
FDA13,OUT017,0.078999287,38.6506,759.01
FDZ15,OUT046,0.020870744,117.3782,1787.67
NCV42,OUT017,0.031599715,111.3228,2431.5
DRI51,OUT018,0.042413704,173.1764,4466.19
FDO28,OUT035,0.072284689,119.9098,2048.67
NCS54,OUT013,0.009984847,175.437,1940.81
FDH16,OUT017,0.052852620999999995,88.78299999999999,2067.31
FDG24,OUT045,0.014660821000000001,85.125,2663.2
FDR52,OUT018,0.076354362,192.1846,1146.51
NCH06,OUT045,0.07670963900000001,247.84599999999998,3448.84
FDA36,OUT045,0.005677876,184.8924,1665.83
FDU56,OUT027,0.029597050666666663,184.7266,8114.77
FDT09,OUT049,0.012282366000000001,132.5284,1713.77
FDU25,OUT046,0.026681262,56.4246,810.94
FDK41,OUT046,0.127541722,84.9224,1193.11
NCT54,OUT035,0.119513002,93.4094,856.88
FDV51,OUT010,0.054463442,163.8842,165.78
FDM24,OUT045,0.06347180599999999,151.3366,1057.96
NCO30,OUT045,0.015756784,185.0608,2205.13
FDQ45,OUT013,0.010907967,182.3608,2940.17
DRK59,OUT035,0.07543556,235.8616,3046.7
FDW28,OUT046,0.08468799442857144,196.8452,3327.67
FDC02,OUT010,0.11519471699999999,258.3278,520.66
FDR21,OUT035,0.066922802,174.83700000000002,2999.43
FDN48,OUT027,0.064636203,90.0804,2113.25
FDT44,OUT045,0.10319540099999999,117.8466,942.77
FDX14,OUT019,0.13121032,74.0354,75.24
FDH57,OUT046,0.035747522000000004,133.6284,1581.94
FDH28,OUT019,0.192650072,37.4506,37.95
NCT41,OUT019,0.09803177099999999,151.3024,151.8
FDO11,OUT027,0.030118337999999998,248.8092,3486.13
NCP42,OUT017,0.016201845,195.2478,4262.45
FDN09,OUT010,0.05837308,243.9828,731.05
FDP32,OUT035,0.087652908,128.8678,1398.85
FDV57,OUT049,0.065999008,177.96599999999998,2336.96
FDW28,OUT013,0.088750333,196.5452,2348.94
FDR56,OUT027,0.100277876,196.8768,7094.76
FDA40,OUT035,0.09925243800000001,87.4856,1054.63
NCG42,OUT045,0.033027114,127.831,1298.31
NCK54,OUT017,0.014755488666666669,117.815,2330.3
FDE16,OUT049,0.026384672,208.9954,4584.7
FDB15,OUT010,0.228993134,263.4568,527.31
FDC40,OUT017,0.065431917,76.1986,1869.57
FDE53,OUT027,0.026749991,106.928,2876.26
FDK24,OUT018,0.09703831733333333,43.6744,407.47
FDW31,OUT018,0.043333912,201.0742,2189.82
NCX29,OUT017,0.08965681199999999,144.0102,1603.91
NCM07,OUT035,0.039954281,82.4908,2013.38
DRN36,OUT019,0.087854925,95.9752,95.88
FDQ37,OUT010,0.14940405699999998,192.8478,774.99
FDK43,OUT045,0.0268952,128.40200000000002,2403.54
FDK28,OUT018,0.065857092,258.5646,4380.3
FDR43,OUT045,0.161817014,37.819,219.71
FDL48,OUT013,0.082197959,49.2034,729.05
DRL23,OUT045,0.015335349,106.6938,1393.52
NCX42,OUT045,0.00599072,163.6526,5262.48
DRD37,OUT018,0.013898123,46.506,372.85
FDZ47,OUT027,0.078912473,99.9042,3273.74
NCJ54,OUT027,0.059776237,231.7642,5344.38
FDL52,OUT013,0.04891851857142857,39.7506,303.6
